,mean_GSR,mean_diff1,mean_diff2,mean_diff_neg,pro_neg,local_min,ave_rise,sp 0-2.4,sp 0-2.4,sp 0-2.4,sp 0-2.4,sp 0-2.4,sp 0-2.4,sp 0-2.4,sp 0-2.4,sp 0-2.4,sp 0-2.4,sp 0-2.4,sp 0-2.4,mean_SC,std_SC,mean_SCSR,std_SCSR,SCSR_diff1,SCSR_diff2,mean_SCVSR,std_SCVSR,SCVSR_diff1,SCVSR_diff2,ZC_SCSR,ZC_SCVSR,arousal,valence
8_10,1365229.378696281,50.31105825312438,-9.354413421504105,492.5699595776425,0.21427720176379453,3,397.3333333333333,0.34456182496535503,0.009785358839117856,0.0016430094892678957,0.00026457942848986385,5.984309454931114e-05,2.4356151731217914e-05,1.2576571812946027e-05,4.4983365233210435e-06,3.792195835588952e-06,1.8023630437726831e-06,3.462164801545847e-06,1.982557291620884e-06,0.07371076402932816,0.006151258227454201,0.07110502146726298,0.014876637842275628,7.968281916866678e-06,-3.60695326390029e-10,0.06703349164577903,0.02183502582895912,8.166656745259537e-06,-3.4832170384084874e-10,0.07872468441903495,0.07988529796732839,5.5324,2.1195
8_11,1035040.2504912369,33.52536662276708,-7.776746110796273,309.38558173944415,0.22399445214979197,5,851.6,0.12680495428525151,0.0100019965647422,0.0014060544506461466,0.00023571608061735287,4.542784314799043e-05,1.1008704227219225e-05,6.297215839224964e-06,2.888198279761726e-06,1.9576748525425714e-06,7.111887604028693e-07,7.316438403819441e-07,7.716485565997337e-07,0.09709716881351599,0.00685461662519707,0.09362911262653509,0.01910472114841842,1.0586995564167731e-05,-3.4574333562270607e-10,0.08825174740627746,0.028312095801602617,1.0768244417593194e-05,-5.498394577652345e-10,0.10071419344541485,0.10107738028024316,8.1263,2.2287
8_12,1135013.6375443307,30.04495852441827,-4.218334239077557,277.4049847576603,0.17446074201898187,3,725.3333333333334,0.35692958094376664,0.009926696408024597,0.0008115009849930797,0.0003193900895853748,7.93121028230653e-05,1.4214860804302616e-05,9.128248462955839e-06,1.1257183407273014e-06,6.178927511469819e-07,1.24640145247362e-06,1.0563828020063062e-06,1.1912224789585653e-06,0.0885489023036862,0.006219712774364623,0.08634246571413534,0.01517456820747237,6.722057825980349e-06,-1.5491480106465064e-10,0.08289032716472906,0.02233530931287898,6.7983231544958045e-06,-1.449445813943427e-10,0.09985804674662332,0.09799395317167003,7.3618,4.0034
8_13,1722416.924719837,29.88512825496406,-7.551827752088382,306.08529188421323,0.4091194748970044,9,563.0,0.5120772869178029,0.002467666546536968,0.0007567156626557537,0.00020414672201090906,4.209645804567782e-05,3.753005546352494e-06,5.312126959823594e-06,5.291964849050634e-06,3.240913106259429e-06,1.954067201816438e-06,1.4326145700499472e-06,2.2184587605787716e-06,0.059903750334641764,0.010877953155118867,0.058297362283246494,0.013767728443640086,4.941272209411149e-06,-4.3817187259032085e-10,0.05572006906620283,0.016867113742808096,5.2205475215882095e-06,-6.543877334536679e-10,0.07133623351457759,0.07614704004793292,4.8771,6.2696
8_14,1241329.189973644,30.22411510018522,-7.002252786382986,173.75649036634664,0.2821897631029827,5,401.0,0.02001795807936887,0.0019593461984020754,0.0002452087580899541,4.738034577861556e-05,1.579172695169128e-05,3.9606515410018215e-06,6.130987434390275e-07,1.3455764895188814e-06,1.6646534514602537e-06,7.147891640819181e-07,1.5029310582589452e-06,1.7015474751230193e-06,0.08064048478699946,0.002571105486206948,0.07754664788269276,0.01527877200883975,9.406871732035154e-06,-1.382163074403468e-10,0.07278645049616392,0.023213964209113442,9.455910853300201e-06,-1.2065727024666486e-10,0.08427603983693253,0.08455504944878228,4.1945,4.6041
8_15,1211303.8281937533,10.262436893092866,-4.933525414173587,241.49226324211037,0.31064679674297124,11,519.6363636363636,0.8370285127116641,0.0011479984660844969,0.0002990546263904926,6.596024754040602e-05,1.3296249977528365e-05,5.425800232474392e-06,3.3328996167236607e-06,1.277632555623427e-06,3.2041990181857295e-06,1.2340704071107348e-06,1.3320645958247008e-06,6.624014433633354e-07,0.08323392090625485,0.007784474893042609,0.08094293572465064,0.014630279277357718,7.03946114147963e-06,-5.3071840141624e-10,0.07730212130606179,0.0204965677214378,7.4371295327969296e-06,-1.1156949128230914e-09,0.08647640706765179,0.09236957627292867,6.7065,8.2082
8_16,1163207.8356003782,8.65158901328819,-6.923560308044511,255.6488189112857,0.32509386733416773,4,999.0,0.33283281045734997,0.03278353154005744,0.0017674913057448532,0.0001269078532036214,1.8027066083767783e-05,6.674588942698241e-06,6.087038437642424e-06,3.6722641178878643e-06,4.659997889427217e-06,5.260401004097731e-06,1.5584189722426834e-06,2.1289338558270173e-06,0.08653711513568398,0.0071416732362351255,0.08312997615128136,0.016438582393305385,1.0465446967898337e-05,-1.928336165619725e-10,0.07777864659418941,0.023468167187612708,1.0498840969713992e-05,1.1592674085200733e-09,0.08935154728031221,0.08821464011698586,5.8,5.8
10_1,393487.56246900343,6.574028575694071,-1.7360047749348952,76.04431528368893,0.277431011826544,11,554.0909090909091,0.43383928003838795,0.01696852345596246,0.010498750732949827,0.0012828336442159546,0.0006648409045237812,0.00010435264779404195,3.707288520070855e-05,1.1188532943928374e-05,3.99239571633389e-06,1.971860941891503e-06,1.729080450616297e-06,2.079541881767151e-06,0.2547047921876302,0.01197608222292977,0.24829289701305257,0.04122820282653457,1.9555152681537638e-05,-5.975013699212687e-10,0.23828116624634046,0.06225369720668318,1.9740629304161432e-05,-7.338840617087161e-10,0.26113149540294817,0.2630993543288664,3.0205,9.0
10_2,406220.39645247255,5.895692433105134,-2.5671283927411483,69.79098366633164,0.39538119087367835,6,508.5,0.09902174570566222,0.022680673594246054,0.005330018343175829,0.0024883004063152724,0.0005892570116198752,2.6387889432048452e-05,5.7560672448488675e-05,1.5088204407851206e-05,8.669558932301903e-06,5.315358156908338e-06,1.4974095307654091e-06,4.520998719081717e-06,0.24629840340120032,0.005579230932038169,0.2348501473261122,0.0491748565781059,3.4610657833568694e-05,2.9244916664741416e-10,0.21730477373402746,0.07422617874242872,3.512056021578003e-05,-1.44604788561855e-10,0.2519772433815923,0.25697051018517103,2.6655,8.099
10_3,439105.55153995345,7.549353310483009,-1.214255836479692,61.95789485854646,0.2371140638038385,5,334.6,0.2496021977730566,0.0015302316761057208,0.00025777760126205056,0.00010477486547787095,2.2475344364713276e-05,8.489461559059142e-06,3.884445010127536e-06,1.4965303390152631e-06,9.533635487852427e-07,1.1312382388079503e-06,9.370983703864262e-07,9.548393685660472e-07,0.2289589775775111,0.017287580808903597,0.2244614166913704,0.03554858896922377,1.3766818533314072e-05,-2.2197617985808614e-10,0.2174380109739458,0.05142739981666234,1.3597725478429025e-05,-1.4150755345173133e-10,0.2318612662162612,0.23627430918798079,2.0648,3.2389
10_4,331866.4916489827,19.925980741384535,-1.6560768138437991,123.95519709722168,0.1414218009478673,5,462.8,0.025912069348201873,0.0011615676651153407,0.00019927799831929055,0.00014495110578352155,2.2285243063257527e-05,4.0517785245016175e-06,1.742651964245386e-06,5.872720370471634e-07,3.870744969199656e-07,9.556164317722492e-08,1.2906303729232912e-07,1.680932286464078e-07,0.30867121631685007,0.04798711042908183,0.3011862603359304,0.06858300503916216,2.283696097982408e-05,-6.528455026029565e-10,0.2894291417281486,0.09050675746763291,2.320048400203958e-05,-8.737961972310847e-10,0.3731259448820921,0.39247434077610877,1.6553,7.9625
10_5,401369.20299365517,12.192134002464963,-0.9871130712708482,80.37009579547832,0.19455156113944522,12,455.0,0.12489028829236364,0.0006490494769695932,0.00027783679434172895,7.560107494046309e-05,1.0199082700606139e-05,7.009766942504038e-06,1.8047130245874992e-06,5.68244756463918e-07,5.750769969869234e-07,3.137327023700249e-07,3.870944547023283e-07,4.066513793259484e-07,0.25541228576991787,0.042612280966072294,0.2507770056713457,0.05392322773796481,1.4305664899658485e-05,-1.5614219838026418e-09,0.2434904936225274,0.06698365245837869,1.3482465374301099e-05,1.7352218975806689e-09,0.3330875421567433,0.3554513216330363,2.7474,5.0136
10_6,422723.9603055386,6.501258759924638,-2.226758222504827,65.70522306754997,0.3650717126672291,6,539.5,0.15397877480381778,0.01488740596808703,0.006890850867164398,0.0004770016465293419,0.0005233363124097256,0.00011703711108290303,1.2040709354809772e-05,1.2158878592254947e-05,1.2159934524324819e-05,4.294615703539875e-06,6.239917556136786e-06,1.8123556562268895e-06,0.23664713582283986,0.004535584192059688,0.22717119285506715,0.04399348449396256,2.8613405871278364e-05,1.5758361445642962e-09,0.21279044309826234,0.06682663887171855,2.8433262176337874e-05,2.512223513656773e-10,0.24398819683141257,0.24614554046803633,3.1297,3.9488
10_7,396540.55051157024,7.650736389482654,-1.3147947212247508,61.468309668539426,0.29181594661046717,4,496.5,0.017673434824505257,0.005427793054003224,0.0012377481017405475,0.00016090087940930488,0.00012489803416798961,3.453313116998807e-05,7.493815227767339e-06,2.6341893967799193e-06,4.268951903078814e-06,1.97117071899563e-06,2.2657941590986963e-06,1.2138173538957067e-06,0.25330858290208114,0.017214800165583376,0.24800107763344467,0.0398726992037825,1.618602529787097e-05,-4.911973517671713e-10,0.2396028752055125,0.05888451065365866,1.6403425036462642e-05,-1.167170806426926e-10,0.2557332704755393,0.2638898147891702,3.43,2.256
10_8,287798.986403677,12.463516803836539,-2.177891409693792,86.6936828687116,0.4296487603305785,7,589.1428571428571,0.8976252428524573,0.0169889847911468,0.008310522750374947,0.0007201575635217918,0.0002189518580625356,0.00011508377344444142,3.0440088378703434e-05,8.147543899990928e-06,2.6583245854405983e-06,1.2280002273320676e-06,6.494783269273973e-07,1.3926324417291855e-06,0.35633757546066724,0.053309983004234986,0.3448641641376832,0.0818736204564413,3.50713602000671e-05,-1.2465818309722017e-10,0.32694278694498535,0.10970311769082429,3.6566326696296394e-05,-4.964851288296594e-09,0.4069276139510234,0.3785250589444428,6.3788,1.0
10_9,384125.16860248666,4.438795534340308,-0.8770714920857053,56.64551799674417,0.2796191819464034,12,617.3333333333334,0.278529718621516,0.006933655468793156,0.0023727138784216434,0.0006313004577117178,0.00016508785800391037,5.618776051582727e-05,1.617777677733512e-05,6.3253853885811954e-06,3.666405452840535e-06,3.6460852521496826e-06,1.8004968715424409e-06,2.8538040916149284e-06,0.26119047187024325,0.015345672329661907,0.25721384690337157,0.03514432199408113,1.2117392926958495e-05,-3.6771575694094463e-10,0.250828254184634,0.05179049726245429,1.2368750913308416e-05,-3.698329777879257e-10,0.26730184022486986,0.26766877458930544,5.0,1.6553
10_10,423529.607068735,7.522327026241029,-2.3607771850698014,68.02457557337485,0.33472653451158346,8,577.0,0.044601061894454536,0.030791922587900165,0.004877486819254829,0.0016297674850055922,0.0004903947002507562,9.122075584863928e-05,8.113431657740747e-06,1.690832127124526e-05,1.0502750209158461e-05,5.343125817508484e-06,5.755003982710555e-06,4.3070220412963525e-06,0.23619552198208374,0.00443661786007027,0.22711889824985732,0.04388228217147304,2.768793576866084e-05,-1.445118389225265e-09,0.2130018736648847,0.06693253720394035,2.8438402060890364e-05,-1.5528779042507605e-09,0.24170432015877616,0.24588317033869778,3.1024,1.9283
10_11,382116.89751996216,5.477815739268846,-2.2274025577600756,74.05089705762566,0.33537501444585693,4,409.0,0.3916111306127117,0.024559433777442297,0.002411278298431894,0.0006666949190884809,0.000574083596870329,0.00018441177122570493,9.420875689938986e-06,1.0289070015880374e-05,1.3870509869134351e-05,6.15159042233817e-06,4.4827079322781816e-06,9.68119239007093e-07,0.2620299649407229,0.009251264106371825,0.25206006532907665,0.048701605067775725,3.0587385438591685e-05,-1.4640812465880381e-09,0.23645325297732842,0.07360317441094726,3.129514932908924e-05,-4.5830288414899073e-10,0.27392538290266827,0.2761002176913444,4.9044,1.0546
10_12,405813.8161422806,5.87522853719589,-1.5920335744829894,74.30798561399075,0.31320103537532357,5,483.6,0.15671294680855719,0.009617467535435933,0.004089083925193273,0.0005252733203381461,0.00020999739181463254,5.517478638243151e-05,2.1955800428187417e-05,1.651840214279081e-05,3.12038748086962e-06,2.9258028832064753e-06,2.178479253453913e-06,1.7834002073787639e-06,0.2469224654431013,0.011178617497303762,0.24004880454508573,0.040526866477790975,2.0571830501219004e-05,1.7497849138489395e-09,0.22963187037402605,0.0612715551663667,2.0551011001240524e-05,-3.8514206977931043e-10,0.2538654897320361,0.26036856265922137,3.1297,7.3891
10_13,456974.586409469,14.488441661250926,-1.3838877173640638,83.0467485631332,0.26632674442969895,12,482.75,0.025238248780337914,0.0028137985946500754,0.0010819157170413403,0.0003204010237661027,5.001364919163842e-05,1.5665061179832844e-05,7.659360281027677e-06,2.3123092926511702e-06,2.4537432107659767e-06,9.84065016451783e-07,1.5516945052174266e-06,5.392610057987979e-07,0.22191892243098799,0.027054483554212874,0.21768502896078723,0.04111473039813276,1.2878037333254517e-05,-6.91953701644621e-10,0.2109498467210465,0.054952174368963796,1.3102116458009534e-05,-2.2551821293414739e-10,0.2445588697218523,0.2563982287419239,2.4744,7.0341
10_14,428866.60358377045,17.946586865801375,-2.668033164768658,138.57045044042295,0.19330307862136636,3,667.3333333333334,0.052486100768729144,0.009079195612459144,0.001382578848087441,0.00038836084503464564,6.281241186453218e-05,6.240014404234032e-06,5.0714816848923286e-06,2.6084040882076483e-06,2.148242460497704e-06,1.92863212519384e-06,5.030728904806853e-07,5.642458538102472e-07,0.2345435895690752,0.01802858727931343,0.2262871902979288,0.04699564692815338,2.5038633117167633e-05,-8.481320026718336e-10,0.2135011770942089,0.06933887523164416,2.560823271612436e-05,-1.2059058977632872e-09,0.2514471118290211,0.25849567571284876,2.5836,8.4539
10_15,437426.65409945266,5.0068002757537435,-2.526771193992551,74.76304199569984,0.3858510722481602,11,496.8181818181818,0.1235293713177276,0.03048542673336074,0.007517888447259137,0.003302227569091276,0.0009485521222175779,0.0002795814722786499,5.049638893073613e-05,2.2350822735828787e-05,9.962290140550383e-06,8.886696356436367e-06,5.577878186662772e-06,3.6261914080578094e-06,0.22911353643393287,0.010686258142337215,0.22283023257781298,0.03657393327297533,1.949370988685237e-05,-1.6490046056512543e-09,0.2129346245413347,0.05456360573150851,1.9353653516465165e-05,3.326103818631561e-10,0.2348549868738117,0.23420817862843624,4.9317,9.0
10_16,351483.7870104478,9.054934878966387,-2.230433844241328,73.54024720324927,0.31310806569724864,7,507.0,0.11007858104076026,0.017415183442013347,0.008046677192837276,0.0015038026619205384,0.00037473573977446354,8.23657706087381e-05,8.676575004386041e-05,8.570048727140255e-06,4.21253689984287e-06,2.806326043310661e-06,4.7929014443433355e-06,1.1420261561882925e-06,0.28528203541709485,0.014780962500573395,0.2761406467004142,0.05196313824806811,2.8058353711497498e-05,-1.373851461802733e-09,0.2618113835285234,0.07846209777345461,2.8625876949095018e-05,-1.1949944460936604e-09,0.29245773769150657,0.2957695351518504,1.0,5.0
11_1,286818.0379286917,3.8367107817048343,-0.9953401329418806,56.02368503492017,0.29727047146401986,8,696.875,0.2524324405891214,0.019030221356312802,0.0016945120858195566,0.0006030118382358644,7.940366828630909e-05,3.192576192546355e-05,8.759616164842824e-06,1.247443545242144e-06,1.236682117316252e-06,2.067250919538038e-06,1.6990931838398098e-06,8.305496774371979e-07,0.34962977653427235,0.01917481070163488,0.34027384314098497,0.05723873676100665,2.893874596221922e-05,-1.6651456754898095e-09,0.32575712116662925,0.0857162499227408,2.7773241761730864e-05,2.1356098512461705e-09,0.36145124993652267,0.3641551450864999,2.9659,7.0341
11_2,242120.51210492058,7.560743783028189,-1.4410860204293585,92.1098749118355,0.2560077788581748,8,455.125,0.0692543794447678,0.020600497018579977,0.006308322058093985,0.001664135911785218,0.0015543766768761245,0.0002810723356690986,0.0002988968813081164,0.0003420791890437757,0.00013737443874577043,0.0001324024601055006,0.0002453385087659665,4.664662798139359e-05,0.41405684412560656,0.021079038658115713,0.3963071588896512,0.08419616457611123,5.4005189644226215e-05,-2.862557576492114e-10,0.36851433784117793,0.12631673235356175,5.563046115002112e-05,5.472208475496045e-10,0.44154178988970255,0.4706306520380532,3.0205,8.5631
11_3,246182.65623528595,2.713675313166557,-0.5902157285029579,55.752426342762114,0.2782346139020943,11,584.3636363636364,0.40073265689424026,0.03130077930463108,0.002895029711829563,0.0006134316561870907,0.00022583106815428786,8.92950157716129e-05,4.735135259946943e-05,2.1401383059457842e-05,1.6873828728194666e-05,1.184934095716695e-05,1.0939143084411012e-05,8.816195548442404e-06,0.4070129645351068,0.018235964636091485,0.39882805641983315,0.058129911799751875,2.4902403948752997e-05,-8.321672574259902e-10,0.3858850561855787,0.08734601275694776,2.549901883176208e-05,-1.246342323297205e-09,0.42410054142649733,0.4229408052206492,3.0751,6.57
11_4,248871.19016612563,2.4136649151829808,-1.0929959363208108,48.91867238756196,0.3378275731105203,6,560.3333333333334,0.7335176714128386,0.04066324716577647,0.010476071494613211,0.0028852496888010265,0.00021310037608942984,0.00011496379486788247,6.048626085370899e-05,8.899606707535101e-06,5.037853817423618e-06,1.3769143520791896e-06,2.280111419252561e-06,1.4647380397531702e-06,0.402343939376823,0.014609785365978381,0.3897741940915139,0.06822187006935954,3.736988665169371e-05,2.4861661056876673e-09,0.3704657280862497,0.10352730183728162,3.8082181479720546e-05,8.314486302516546e-10,0.41327997369508473,0.4167289763900059,2.884,7.0341
11_5,323771.97325505165,1.961554709864225,-0.8143540490130841,59.16511754530823,0.24890774393718737,11,487.09090909090907,0.20741260798651406,0.02488543129213025,0.005440442091630425,0.00047174503520885263,0.00012251631959432657,2.74508583670277e-05,7.842979328958478e-06,2.8268950006835603e-06,3.3559344611683324e-06,1.1488762593516602e-06,1.8036779352773708e-06,9.11792429565175e-07,0.3093532193877384,0.012680922513590199,0.30267282595932604,0.04360018427541664,2.016364627526455e-05,2.408647031553813e-09,0.2928277828722047,0.06626009735789973,1.8726856102023646e-05,9.072746033005635e-10,0.32053601436506013,0.31902569994696667,3.0205,6.5973
11_6,297275.2263108779,7.582517730368743,-1.8161201693745468,70.68304744632884,0.2866787221217601,3,539.0,0.06195713518713346,0.02130727226182242,0.0031680803562305028,0.0005347431724477373,8.563023958620455e-05,5.237534009799958e-05,2.1395869644539406e-05,1.6736928862477474e-06,3.4616334036271313e-07,3.081003347864377e-07,5.113911716630031e-07,2.6321116906320935e-07,0.33738543867853654,0.018645513747842044,0.32478996702235247,0.0654784741560333,3.7883547706814855e-05,2.906732534958877e-09,0.3057345144170387,0.09831743963466172,3.812522331443985e-05,-1.1181743296518247e-09,0.3523538731506858,0.35108523645518985,3.0751,6.843
11_7,389943.6669526802,2.173837733364341,-1.1146438666406535,48.208744009206676,0.34226253251775296,4,587.5,0.36069342650912367,0.011249599830000514,0.0024884399356461815,0.0003610714779947166,7.33751437744303e-05,2.473593879638674e-05,6.154775161498411e-06,1.7006672765749543e-06,1.8963543380831635e-06,1.4961395809233425e-06,1.9775751587446095e-06,1.1748683447715199e-06,0.25663286573909766,0.006981719776462544,0.2505896050996817,0.037227510571472756,1.8101342024096628e-05,1.1978745464595118e-09,0.24140320355838868,0.057157408285760235,1.8005438308816015e-05,-5.24898879166136e-10,0.26518093823527084,0.26589056127858646,3.0205,6.7338
11_8,260705.1568347354,4.054117339281486,-1.302251312032725,53.153416221862614,0.32272398470600394,3,607.0,0.2897186437858369,0.05504509767304987,0.008472452909397403,0.0008617052701372322,0.0004316513980907489,8.858330507169995e-05,2.7949994535451805e-05,5.268370296628601e-06,2.0596830450358966e-06,2.1400538531338687e-06,1.023428602826684e-06,9.655807971583033e-07,0.3841678598571882,0.015432582802222008,0.3715683335799069,0.06787414596771184,3.9028089174789894e-05,-3.2680204449979224e-09,0.3521418447759639,0.10261488692831311,3.803009539413415e-05,1.6972876214339322e-10,0.40121837574210584,0.398702838962403,2.9113,6.6792
11_9,363860.2636598897,2.3663181856164077,-0.7686635233810608,54.30813869430566,0.3004046535154274,20,511.35,0.46289624899061277,0.041444823732852604,0.0039202326142221,0.0008486804824790416,0.00011968219481750204,4.887033764801639e-05,1.0782221706234881e-05,3.6182321390915466e-06,2.5939795487098826e-06,1.8565122602838155e-06,2.6894341584100834e-06,2.365330197895999e-06,0.27514926993375066,0.009525580509426774,0.27060772647889303,0.03473245349283346,1.3839666975250236e-05,-3.1212357585144276e-10,0.26339561888326884,0.05305242020387242,1.3995315802720709e-05,-7.765775291031409e-10,0.2826863259962784,0.282796242710622,2.9386,6.6792
11_10,405743.908880179,6.0036581989991245,-2.0614612690248957,82.1149093977667,0.3221188260558339,5,614.8,0.2067755500196713,0.021068345990963352,0.0012459228366243288,0.0004659581824753547,0.00014376697741874293,3.0038983359237903e-05,3.9120950006545285e-06,2.7995589446107747e-06,2.015187444859853e-06,1.093758536414179e-06,2.1411441745104382e-06,1.7793197847069602e-06,0.24664698851080255,0.006860267482676451,0.2368584895704945,0.04592877951654429,3.0476738169128542e-05,-5.43779777488776e-09,0.22157961152423097,0.06917389410589578,2.9731032568065893e-05,1.8031695858704312e-09,0.2571154573064646,0.25556519349881873,2.8567,6.8157
11_11,401358.293502368,9.027663998257902,-2.401653913561032,79.71541536752855,0.3725875418929851,6,469.0,0.2777795550703168,0.046706631333246526,0.011288971232017657,0.0015517011492017583,0.0006036749282340776,0.00014272033650087387,5.7945060822791656e-05,1.7061247603712898e-05,4.922261241118717e-06,2.1740407074282686e-06,9.702883459991004e-07,1.317120207149814e-06,0.24951163971777884,0.009407655822104401,0.2404196165812414,0.04651096116343235,2.7748353507042492e-05,-5.869562343187551e-10,0.2263095052021098,0.07051967563382434,2.7938949717134582e-05,-2.366349405685825e-10,0.2574410448045562,0.259131748817594,1.1092,6.7338
11_12,250169.91430619935,3.6652434010737114,-1.0573327475812286,50.92535086467938,0.23690342625356003,6,328.6666666666667,0.17652040601667654,0.01702642986921769,0.0015569318352156173,0.0002076258196125672,5.7917339589427014e-05,2.5181254546047697e-05,7.571667626670875e-06,4.323616600954512e-06,6.633396899966952e-07,1.7854163986694939e-06,1.2122352774586192e-06,7.919432852663298e-07,0.4006215136872781,0.019322587713322653,0.3898623058096368,0.06578228012019074,3.278972048560947e-05,-5.577885346802918e-10,0.37288476142600463,0.09924354934180159,3.35905542829344e-05,4.582036606243272e-11,0.4231090488553238,0.42346678199110765,3.3754,6.8157
11_13,273088.2936377108,2.9482144119647513,-0.825048397910995,49.011081691349624,0.30217436901349365,6,678.5,0.35939109593624136,0.10718812421035262,0.012590058448709092,0.002028825232582458,0.00035466299361541884,9.453045815117712e-05,3.066310169877142e-05,1.1452771281341006e-05,2.399645736058401e-06,2.7113890705995388e-06,1.4939747613353472e-06,1.537604315854996e-06,0.36652371921110305,0.011239603898603798,0.35858773517938286,0.05335641863961272,2.420308928232204e-05,-9.176411189352551e-10,0.3460684391685282,0.08205503316539174,2.443352623619466e-05,-2.96329611505935e-10,0.37749709599472353,0.3798451534837196,3.1297,6.7884
11_14,243260.48282525,3.9271375981346273,-1.3583987415767314,99.61726436537815,0.2331002331002331,5,448.8,0.16164395857044397,0.037431934409474524,0.007353772577320888,0.003477676770307809,0.0019812296157153708,0.0010996094857970936,0.0008437292287336395,0.0006924963680209922,0.00048361959910033094,0.000396160372770827,0.0003544004886118783,0.00028219428661192917,0.4117107032504109,0.016253354272645206,0.39526685325454886,0.0784764318170822,4.803428372200241e-05,7.606095245432421e-09,0.37124939939177243,0.11862832046630799,4.777949625761385e-05,-7.145315861266264e-10,0.435180381183028,0.44086235763273435,3.1024,6.7611
11_15,335982.95157152653,3.0048732442282713,-1.1233059780497971,46.76012158322861,0.3216180881335077,8,458.625,0.36200024690275795,0.014133401741505692,0.0018654738094160128,0.00032962340324882655,5.69379010412058e-05,1.5994050460668938e-05,1.1268680919517549e-05,3.7363315093092187e-06,1.7682328642438636e-06,9.627817272350777e-07,2.1972997091240304e-06,1.0399530039226527e-06,0.297917591111438,0.00934762777733973,0.29049782879703734,0.045418404924927235,2.2483968288805762e-05,-5.291288670971345e-10,0.27901640787107823,0.06976196054459471,2.2497870106315342e-05,-5.12765123312238e-10,0.3040054249584934,0.3095202465701674,3.0478,6.9249
11_16,362047.47865174676,7.636796002080829,-1.5185048531724248,62.241858146882315,0.20327151489893727,3,409.3333333333333,0.03244510487331711,0.00027484466919678425,2.4153002967375932e-05,6.8524024031502604e-06,1.544775373011376e-06,1.5204480680849982e-06,5.390011206294126e-07,5.259054725680048e-07,7.172866268877791e-07,5.926867616871094e-07,9.097425200866288e-07,4.594426211529777e-07,0.2768820130014566,0.013970670985896763,0.26795035476012535,0.04966403401298241,2.717573311241177e-05,-4.5976041739261197e-10,0.25409845040881757,0.0748106478562843,2.7526242686727174e-05,-4.055794277169491e-10,0.3013211993451668,0.29666262960391493,2.8294,6.8703
13_1,495446.0082797638,10.66878672480629,-2.4541571548674446,127.04441077695704,0.2827354076020031,6,651.6666666666666,0.17734540242228583,0.015739447489647607,0.00438641397597889,0.0011160509193622052,0.00032488885531901837,4.831579937860064e-05,2.146425661182731e-05,1.3422406128738219e-05,8.412509258088673e-06,3.1281120551442323e-06,3.3879358276175614e-06,3.834399917142554e-06,0.20263492864423235,0.012873725246227758,0.19764743000641655,0.03385625097905865,1.5206839971394617e-05,-6.023878562237707e-10,0.18977435484196592,0.05026828716556137,1.556101581512061e-05,-6.756266309048193e-10,0.21295778679437444,0.2157554335957847,5.6962,6.5973
13_2,922116.202876702,20.596917543342336,-5.27300386668856,195.1612349949283,0.2532314107018763,8,453.125,0.05031845758495085,0.017915380650993157,0.0022993613175376973,0.0011793053023468438,0.0002647289763335163,6.190699993195104e-05,3.0027060027465958e-05,1.2788109285633596e-05,2.1629437802680386e-06,1.014028495211263e-05,5.719118386545815e-06,2.550197554237414e-06,0.1085055686159882,0.002549349068792684,0.10372846267369987,0.021686475651648694,1.458512605954378e-05,-4.710969113401469e-10,0.09634794739373971,0.0328687035078303,1.4842174768352784e-05,-7.342723235696132e-10,0.1116432776460427,0.11323641621900182,5.5597,6.5973
13_3,581340.7052799395,11.606398785645801,-1.8929054929098608,104.1229535016213,0.282038118462427,7,525.8571428571429,0.0839499586269472,0.008606024649179375,0.001688301751100664,0.0002635786700378963,7.571258309869014e-05,3.375536187518531e-05,2.3973170355860284e-05,6.261120100772346e-06,2.7991307543508474e-06,7.86165858211021e-06,5.44110288776905e-06,2.6398284955554904e-06,0.17293395154751698,0.012856872016657058,0.16969095048354868,0.02662527478990379,9.900315981438435e-06,-2.1845959037858676e-10,0.16455560703070174,0.038501934300406916,9.997013868983132e-06,-2.533130272670856e-10,0.17980867942524828,0.18187371565246288,3.8396,3.9761
13_4,488245.59504405234,15.575728946859654,-3.997597350303523,140.54118718482417,0.35611907386990077,10,505.3,0.2018297025695309,0.02417807830229489,0.0029997305521164935,0.0006192348462421311,0.0003062567092907475,0.00014613342084060502,4.338568202448589e-05,1.1826985945555233e-05,4.307233039401985e-06,3.187753499196417e-06,5.650436636338739e-06,2.328196238790533e-06,0.20565653725077335,0.012460572038701177,0.19898780072047628,0.037564811573880204,2.0482663053470312e-05,-1.3771727950203053e-09,0.18842846795491242,0.055960860147242615,2.1106127705150082e-05,-8.644717558506574e-10,0.2118923617786915,0.21337282065509103,4.413,6.8976
13_5,790587.682464968,18.68028676620571,-1.9858359290859495,245.9505192192736,0.1855169839492348,9,634.7777777777778,0.5879798730043734,0.004601179222999899,0.0007968172587863759,0.00028158731075700685,5.572559434615529e-05,3.05042890516506e-05,1.7727807802085963e-05,2.0807727597495155e-05,1.2164244371368973e-05,1.2477315279201198e-05,1.0123219680486563e-05,8.719617222159639e-06,0.1281307444392493,0.014951767264707786,0.12579299004374633,0.022574544456547174,7.142541577143565e-06,-2.621021847710527e-10,0.12206565685233214,0.030095837280077694,7.226306123023776e-06,-1.6435542626102302e-10,0.13898941325210376,0.14248079512981499,3.8396,4.058
